CustomerCode,CustomerName,Association,StoreBrand,StreetAddress,Suburb,City,PostCode,GPSPoint,LAT,LON
128965,Curletts Road Dairy,NSBI,,13 Curletts Road,SOCKBURN,CHRISTCHURCH,8042,POINT (172.5678355 -43.5340636),-43.4902589,172.5678355
144609,Templeton Convenience Store,Route,,733C MAIN SOUTH ROAD,TEMPLETON,CHRISTCHURCH,8042,POINT (172.4871356 -43.5503955),-43.4902589,172.4871356
144414,On The Go Dairy,Route,,144B MAIN SOUTH ROAD,SOCKBURN,CHRISTCHURCH,8042,POINT (172.5549525 -43.5382965),-43.4902589,172.5549525
128500,Hei Hei Dairy,Route,,22 WYCOLA AVENUE,HEI HEI,CHRISTCHURCH,8042,POINT (172.5213165 -43.5355017 0),-43.4902589,172.5213165
112321,Piccadilly Bookshop Limited,Route,,"SHOP 1,  AVONHEAD MALL 210 Withells Road",AVONHEAD,CHRISTCHURCH,8042,POINT (172.5572285 -43.5113021),-43.4902589,172.5572285
129937,The Mad Dairy,Route,,389 MAIN SOUTH ROAD,HORNBY,CHRISTCHURCH,8042,POINT (172.5263585 -43.5435929),-43.4902589,172.5263585
124670,Sonter Cafe,Route,,14/45 SONTER ROAD,WIGRAM,CHRISTCHURCH,8042,POINT (172.5685884 -43.5485064 0),-43.4902589,172.5685884
143396,Staveley Market,NSBI,,104 STAVELEY STREET,AVONHEAD,CHRISTCHURCH,8042,POINT (172.5525713 -43.5188876),-43.4902589,172.5525713
123340,Coach Corner Bottle Store,Route,,163C YALDHURST ROAD,SOCKBURN,CHRISTCHURCH,8042,POINT (172.5534279 -43.526607 0),-43.4902589,172.5534279
129960,Gopals Dairy,Route,,299A MAIN SOUTH ROAD,HORNBY,CHRISTCHURCH,8042,POINT (172.5390913 -43.5433447),-43.4902589,172.5390913
142903,Hornby LH,Foodstuffs South Island,LH,21 Shands Street,Hornby,CHRISTCHURCH,8042,POINT (172.5247811 -43.5454546),-43.4902589,172.5247811
142904,Hornby PAKnSAVE,Foodstuffs South Island,PNS,418 Main South Road,Hornby,CHRISTCHURCH,8042,POINT (172.5227684 -43.5428286),-43.4902589,172.5227684
142993,Wigram New World,Foodstuffs South Island,NW,51 Skyhawk Road,Wigram,CHRISTCHURCH,8042,POINT (172.5576317 -43.5527432),-43.4902589,172.5576317
142998,Yaldhurst LH,Foodstuffs South Island,LH,148/150 Yaldhurst Road,Sockburn,CHRISTCHURCH,8042,POINT (172.5585264 -43.5275429),-43.4902589,172.5585264
145310,Matipo Street Food Market,NSBI,,48 Matipo Street,,CHRISTCHURCH,8041,POINT (172.5965389 -43.5353464),-43.4902589,172.5965389
115593,Daily Yee,NSBI,,2 Rountree Street,UPPER RICCARTON,CHRISTCHURCH,8041,POINT (172.579326 -43.5265406 0),-43.4902589,172.579326
128571,Naresh Dairy,Route,,1 Puriri Street,RICCARTON,CHRISTCHURCH,8041,POINT (172.5914324 -43.5302414),-43.4902589,172.5914324
142508,Ilam Centre Dairy,Route,,205a Waimairi Road,ILAM,CHRISTCHURCH,8041,POINT (172.5717842 -43.5164522),-43.4902589,172.5717842
143265,Paresh Dairy,Route,,249 Riccarton Road,UPPER RICCARTON,CHRISTCHURCH,8041,POINT (172.585932 -43.5309995),-43.4902589,172.585932
144163,Kool Zone - Canterbury,Route,,Under Central library University of Canterbury University Drive,Ilam,CHRISTCHURCH,8041,POINT (170.5103884 -45.8671391),-43.4902589,170.5103884
145091,Riccarton Convenience Store,NSBI,,181d Riccarton Road,,CHRISTCHURCH,8041,POINT (172.593323 -43.5304097),-43.4902589,172.593323
128521,IIam Kosco,Route,,209A WAIMAIRI ROAD,ILAM,CHRISTCHURCH,8041,POINT (172.5719185 -43.5160937),-43.4902589,172.5719185
114948,China Town Market,Route,,384 Riccarton Road,Upper Riccarton,CHRISTCHURCH,8041,POINT (172.5728955 -43.5317702 0),-43.4902589,172.5728955
143412,Kool Zone - Riccarton,Route,,SH251/129 RICCARTON ROAD,RICCARTON,CHRISTCHURCH,8041,POINT (172.5988325 -43.530833),-43.4902589,172.5988325
118766,Sun Mart,NSBI,,Shop 1 SHP 8/227 BLENHEIM ROAD,RICCARTON,CHRISTCHURCH,8041,POINT (172.588434 -43.538407 0),-43.4902589,172.588434
124920,A Rin Sushi,Route,,102A RICCARTON ROAD,RICCARTON,CHRISTCHURCH,8041,POINT (172.6006996 -43.529506 0),-43.4902589,172.6006996
129444,Basics Asian Supermarket,Route,,WEST LINK MALL 8-10 BRAKE STREET,UPPER RICCARTON,CHRISTCHURCH,8041,POINT (172.5713984 -43.5307927),-43.4902589,172.5713984
144372,Symrose's Super Fresh Ilam,Route,,1/136 ILAM ROAD,UPPER RICCARTON,CHRISTCHURCH,8041,POINT (172.5791459 -43.5194709),-43.4902589,172.5791459
112469,Sweet Station Riccarton,Route,,KSK19 WESTFIELD SHOPPING CENTRE 129 Riccarton Road,RICCARTON,CHRISTCHURCH,8041,POINT (172.5980704 -43.5300246),-43.4902589,172.5980704
128497,ZY Joy Limited,NSBI,,SHP 4/376 RICCARTON ROAD,UPPER RICCARTON,CHRISTCHURCH,8041,POINT (172.5733915 -43.531693 0),-43.4902589,172.5733915
143538,Discount T - Riccarton,Route,,105 RICCARTON ROAD,RICCARTON,CHRISTCHURCH,8041,POINT (172.6009637 -43.5298144),-43.4902589,172.6009637
124750,Kosco - Riccarton,Route,,92A RICCARTON ROAD,RICCARTON,CHRISTCHURCH,8041,POINT (172.6014375 -43.5294483),-43.4902589,172.6014375
142905,Ilam New World,Foodstuffs South Island,NW,47C/57C PEER STREET,UPPER RICCARTON,CHRISTCHURCH,8041,POINT (172.5698921 -43.5258543),-43.4902589,172.5698921
142956,Riccarton PAKnSAVE,Foodstuffs South Island,PNS,129 Riccarton Road,Riccarton,CHRISTCHURCH,8041,POINT (172.5981553 -43.5306647),-43.4902589,172.5981553
125622,V-Mart,Route,,15A LESLIE STREET,UPPER RICCARTON,CHRISTCHURCH,8041,POINT (172.5725173 -43.531068 0),-43.4902589,172.5725173
124749,Kosco - Blenheim Road,Route,,227 BLENHEIM ROAD,RICCARTON,CHRISTCHURCH,8041,POINT (172.588434 -43.538407 0),-43.4902589,172.588434
145362,Nottingham Convenience Store,Route,,55 Nottingham Avenue,,CHRISTCHURCH,8025,POINT (172.5603354 -43.575321),-43.4902589,172.5603354
145218,Halswell Convenience Store,Route,,1 Lillian Street,,CHRISTCHURCH,8025,POINT (172.5677397 -43.5769776),-43.4902589,172.5677397
144110,Cracroft Seafoods Limited,NSBI,,148 Cashmere Road,HOON HAY,CHRISTCHURCH,8025,POINT (172.6154713 -43.5736919),-43.4902589,172.6154713
128809,Hillmorton Superette,NSBI,,23 Halswell Road,HILLMORTON,CHRISTCHURCH,8025,POINT (172.5936789 -43.5547676),-43.4902589,172.5936789
125594,Hillmorton Dairy,Route,,7 Coppell Place,HOON HAY,CHRISTCHURCH,8025,POINT (172.5943065 -43.5544371 0),-43.4902589,172.5943065
144162,Hoon Hay Special Dairy,Route,,2b Lewis Street,HOON HAY,CHRISTCHURCH,8025,POINT (172.6028309 -43.5596887),-43.4902589,172.6028309
128967,Cracroft Dairy,NSBI,,154 Cashmere Road,HOON HAY,CHRISTCHURCH,8025,POINT (172.6153904 -43.5739245),-43.4902589,172.6153904
144893,Halswell Dairy,Route,,456 Halswell Road,,CHRISTCHURCH,8025,POINT (172.5702512 -43.5862572),-43.4902589,172.5702512
145138,Hoon Hay Convenience Store,NSBI,,16 Mccarthy Street,,CHRISTCHURCH,8025,POINT (172.5891756 -43.5636677),-43.4902589,172.5891756
144520,35 LINCOLN ROAD,Route,,35 LINCOLN ROAD,HILLMORTON,CHRISTCHURCH,8025,POINT (172.5977808 -43.5516465),-43.4902589,172.5977808
144001,Longhurst On The Spot,OTS - On The Spot,OTS,1 HAMILL ROAD,HALSWELL,CHRISTCHURCH,8025,POINT (172.5470743 -43.5780071),-43.4902589,172.5470743
143089,Halswell New World,Foodstuffs South Island,NW,346-360 Halswell Road,,CHRISTCHURCH,8025,POINT (172.5669718 -43.5802121),-43.4902589,172.5669718
142916,Longhurst OTS,Foodstuffs South Island,OTS,1 Hamill Road,Halswell,CHRISTCHURCH,8025,POINT (172.547011 -43.5781172),-43.4902589,172.547011
129867,Selwyn Superette 2016,Route,,288a Selwyn Street,SPREYDON,CHRISTCHURCH,8024,POINT (172.6219936 -43.5491567),-43.4902589,172.6219936
142595,Barrington Discount Dairy,NSBI,,240 Barrington Street,SPREYDON,CHRISTCHURCH,8024,POINT (172.6199389 -43.5579282),-43.4902589,172.6199389
128454,Addington Convenience Store,NSBI,,290 LINCOLN ROAD,ADDINGTON,CHRISTCHURCH,8024,POINT (172.6111618 -43.5441699 0),-43.4902589,172.6111618
128647,Somerfield Dairy,NSBI,,2 SOMERFIELD STREET,SOMERFIELD,CHRISTCHURCH,8024,POINT (172.6262827 -43.5635475),-43.4902589,172.6262827
141644,Milton Street Dairy,Route,,110 MILTON STREET,SOMERFIELD,CHRISTCHURCH,8024,POINT (172.6274733 -43.5541946),-43.4902589,172.6274733
128395,Fairfield Dairy,NSBI,,87 ANTIGUA STREET,ADDINGTON,CHRISTCHURCH,8024,POINT (172.6277414 -43.5439645 0),-43.4902589,172.6277414
120308,Pramukh Convenience Store,Route,,320 LINCOLN ROAD,ADDINGTON,CHRISTCHURCH,8024,POINT (172.6127441 -43.5433582 0),-43.4902589,172.6127441
142981,Tower Junction LH,Foodstuffs South Island,LH,"Unit 4, 55 Clarence Street",,CHRISTCHURCH,8024,POINT (172.6106277 -43.5434501),-43.4902589,172.6106277
129550,J Mart,Route,,134 Opawa Road,OPAWA,CHRISTCHURCH,8023,POINT (172.6654323 -43.5538256),-43.4902589,172.6654323
110873,Brown Derby Dairy,Route,,233 Colombo Street,Sydenham,CHRISTCHURCH,8023,POINT (172.6366292 -43.5527623 0),-43.4902589,172.6366292
120128,Radley Convenience Store,Route,,103 Radley Street,WOOLSTON,CHRISTCHURCH,8023,POINT (172.673862 -43.5538696 0),-43.4902589,172.673862
113953,Triton Dairy,Route,,390 Colombo Street,SYDENHAM,CHRISTCHURCH,8023,POINT (172.6368388 -43.545254),-43.4902589,172.6368388
145234,Legendairy Opawa Discounter,Route,,15 Opawa Road,,CHRISTCHURCH,8023,POINT (172.6548502 -43.5477209),-43.4902589,172.6548502
110052,Aum Foodmarket,Route,,63 Hopkins Street,Woolston,CHRISTCHURCH,8023,POINT (172.6685296 -43.5484664 0),-43.4902589,172.6685296
117931,Krishna Dairy,Route,,555 Ferry Road,WOOLSTON,CHRISTCHURCH,8023,POINT (172.6753529 -43.5458173 0),-43.4902589,172.6753529
145102,Mekeni Mini Mart,Route,,713 Ferry Road,,CHRISTCHURCH,8023,POINT (172.6842677 -43.5497429),-43.4902589,172.6842677
114911,Ferry Road Discount,Route,,701 Ferry Road,Woolston,CHRISTCHURCH,8023,POINT (172.6837163 -43.5493693 0),-43.4902589,172.6837163
121474,Opawa Universal Dairy,Route,,147 Opawa Road,Opawa,CHRISTCHURCH,8023,POINT (172.6656692 -43.5535236 0),-43.4902589,172.6656692
144683,P & P Dairy,Route,,171 Huxley Street,SYDENHAM,CHRISTCHURCH,8023,POINT (172.6460673 -43.5543213),-43.4902589,172.6460673
143081,$$$ Save,NSBI,,8 PORTMAN STREET,WOOLSTON,CHRISTCHURCH,8023,POINT (172.6825641 -43.5485547),-43.4902589,172.6825641
141641,Challenge Opawa,Route,,11 OPAWA ROAD,WALTHAM,CHRISTCHURCH,8023,POINT (172.6543574 -43.5472236),-43.4902589,172.6543574
143260,Opawa  Liquor Centre,Route,,15 OPAWA ROAD,WALTHAM,CHRISTCHURCH,8023,POINT (172.6548502 -43.5477209),-43.4902589,172.6548502
143487,Bronskis More Than A Dairy,NSBI,,243 FERRY ROAD,WALTHAM,CHRISTCHURCH,8023,POINT (172.6577609 -43.5399006),-43.4902589,172.6577609
142967,St Martins New World,Foodstuffs South Island,NW,92 Wilsons Road,St Martins,CHRISTCHURCH,8023,POINT (172.6545312 -43.5581624),-43.4902589,172.6545312
144234,St Martins Family Food Store,Route,,160 Wilsons Road,SAINT MARTINS,CHRISTCHURCH,8022,POINT (172.6519719 -43.5549438),-43.4902589,172.6519719
110520,Thorrington Dairy,Route,,29 COLOMBO STREET,CASHMERE,CHRISTCHURCH,8022,POINT (172.6369785 -43.5650341 0),-43.4902589,172.6369785
144734,Henry's Wigram,Foodstuffs South Island,LH,"Unit 1, Building 5 The Runway,Wigram",Wigram,CHRISTCHURCH,8022,"POINT (172.556897889397, -43.55276455462033)",-43.4902589,172.5568979
144007,Cashmere On The Spot,OTS - On The Spot,OTS,89 CENTAURUS ROAD,HUNTSBURY,CHRISTCHURCH,8022,POINT (172.6467715 -43.5670343),-43.4902589,172.6467715
143481,Quick Market,Route,,147A SPRINGFIELD ROAD,ST ALBANS,CHRISTCHURCH,8014,POINT (172.6322642 -43.513264),-43.4902589,172.6322642
115301,Kesgrove Dairy,Route,,135 St Albans Street,St Albans,CHRISTCHURCH,8014,POINT (172.6300144 -43.5093041 0),-43.4902589,172.6300144
141757,Warrington  Liquor Centre,Route,,64 Warrington Street,MAIREHAU,CHRISTCHURCH,8013,POINT (172.6466181 -43.5082269),-43.4902589,172.6466181
129926,Warrington Discounter,Dilbag Singh,,68 Warrington Street,MAIREHAU,CHRISTCHURCH,8013,POINT (172.6467699 -43.5082268),-43.4902589,172.6467699
128996,Convenience Plus Dairy,NSBI,,267 Stanmore Road,RICHMOND,CHRISTCHURCH,8013,POINT (172.656205 -43.5215295),-43.4902589,172.656205
143619,Sunwin Foodmart,Route,,205c Hills Road,EDGEWARE,CHRISTCHURCH,8013,POINT (172.6514962 -43.50845),-43.4902589,172.6514962
115590,Hills Road Discounter,Route,,113 HILLS ROAD,EDGEWARE,CHRISTCHURCH,8013,POINT (172.6514473 -43.5131624 0),-43.4902589,172.6514473
144492,Dickies Corner,NSBI,,142 CANON STREET,EDGEWARE,CHRISTCHURCH,8013,POINT (172.6456856 -43.5158496),-43.4902589,172.6456856
142021,Symrose's Super Fresh,Route,,65 Victoria Street,CHRISTCHURCH CENTRAL,CHRISTCHURCH,8013,POINT (172.6323885 -43.5258944),-43.4902589,172.6323885
143097,Bealey Fresh,NSBI,,"325 Bealey Avenue, Edgeware",EDGEWARE,CHRISTCHURCH,8013,POINT (172.6489539 -43.520596),-43.4902589,172.6489539
141656,Challenge Hills Rd,Route,,2 HILLS ROAD,EDGEWARE,CHRISTCHURCH,8013,POINT (172.6518727 -43.518469),-43.4902589,172.6518727
142660,Richmond Dairy,NSBI,,337 STANMORE ROAD,RICHMOND,CHRISTCHURCH,8013,POINT (172.6562579 -43.5182149),-43.4902589,172.6562579
129184,Park Dairy,NSBI,,41 ACHESON AVENUE,MAIREHAU,CHRISTCHURCH,8013,POINT (172.6556362 -43.5007578),-43.4902589,172.6556362
142969,Stanmore New World,Foodstuffs South Island,NW,288 Stanmore Road,Richmond,CHRISTCHURCH,8013,POINT (172.6568188 -43.5203244),-43.4902589,172.6568188
143471,Cashel Street Foodmarket,NSBI,,337 Cashel Street,LINWOOD,CHRISTCHURCH,8011,POINT (172.6504325 -43.5330997),-43.4902589,172.6504325
145028,Gloucester & Stanmore Corner Dairy,Route,,108d Stanmore Road,,CHRISTCHURCH,8011,POINT (172.657227 -43.5299802),-43.4902589,172.657227
145183,Linwood Mart,Route,,4/218 Linwood Avenue,,CHRISTCHURCH,8011,POINT (172.6721208 -43.5331919),-43.4902589,172.6721208
121616,Cashel Convenience Centre,Route,,573 Cashel Street,Linwood,CHRISTCHURCH,8011,POINT (172.6666882 -43.5329047 0),-43.4902589,172.6666882
142581,Avenue Dairy,NSBI,,165 FITZGERALD AVENUE,CHRISTCHURCH CENTRAL,CHRISTCHURCH,8011,POINT (172.6502091 -43.5312429),-43.4902589,172.6502091
144868,Waitangi Store,Route,,3/390 Manchester Street,,CHRISTCHURCH,8011,POINT (172.640065 -43.519596),-43.4902589,172.640065
145242,Krazy Price Mart,Route,,431 Tuam Street,,CHRISTCHURCH,8011,POINT (172.6566576 -43.5351885),-43.4902589,172.6566576
144189,Urban Mart,Route,,150 HEREFORD STREET,CHRISTCHURCH CENTRAL,CHRISTCHURCH,8011,POINT (172.6377116 -43.532169),-43.4902589,172.6377116
110874,Around About Dairy,Route,,135 Linwood Avenue,LINWOOD,CHRISTCHURCH,8011,POINT (172.6679343 -43.5298551 0),-43.4902589,172.6679343
128866,HY Shopping,Route,,Shop 12 184 CLARENCE STREET,RICCARTON,CHRISTCHURCH,8011,POINT (172.602456 -43.5301616),-43.4902589,172.602456
